ticker,entry_date,exit_date,entry_price,exit_price,shares,commission,pnl_usd,pnl_pct,days_held,exit_reason,tier,consec_down,portfolio_val,experiment
TREX,2004-10-19,2004-10-25,5.466249942779541,5.631249904632568,548.8223245193442,5.4882,85.06743936458815,3.0185220869927196,6,profit_target,2,5,100085.06743936459,C3_gap_only
HOG,2004-10-19,2004-10-27,36.159006769667975,36.716758728027344,82.96688067539934,0.8297,45.44527136891802,1.542498005855734,8,time_stop,2,5,100130.51271073351,C3_gap_only
LPX,2004-10-19,2004-10-27,19.536421811108948,19.063579559326172,153.559337989627,1.5356,-74.1449365371839,-2.4203114385762534,8,time_stop,3,4,100056.36777419633,C3_gap_only
TTC,2004-10-19,2004-10-27,6.161875035368717,6.434274673461914,486.8647907950448,4.8686,127.75314490493983,4.4207264270963424,8,time_stop,2,5,100184.12091910127,C3_gap_only
MKC,2004-10-28,2004-11-01,11.019437521394627,11.431253433227539,272.7474629932524,2.7275,109.59427054274717,3.7371772473264357,4,profit_target,2,5,100293.71518964402,C3_gap_only
ZBRA,2004-11-01,2004-11-03,52.5,55.0099983215332,57.248069096629294,0.7,142.99255734355637,4.780949183872768,2,profit_target,3,4,100436.70774698758,C3_gap_only
HLX,2004-11-02,2004-11-04,17.649999618530273,19.69499969482422,511.4127230683531,5.1141,1040.7249304617928,11.586402948966374,2,profit_target,3,4,101477.43267744937,C3_gap_only
OII,2004-11-02,2004-11-04,7.70169644891337,8.143685340881348,1172.005989452038,11.7201,506.2935687632195,5.738851107671714,2,profit_target,3,4,101983.72624621258,C3_gap_only
MUR,2004-10-28,2004-11-05,18.6832438836169,18.803194046020508,160.86733365443803,1.6087,17.687389460740878,0.6420200001178109,8,time_stop,3,4,102001.41363567332,C3_gap_only
XRAY,2004-11-02,2004-11-05,21.18485285541303,21.615774154663086,426.0796347594918,4.2608,179.3459934469544,2.03410097861477,3,profit_target,3,4,102180.75962912028,C3_gap_only
SPGI,2004-11-03,2004-11-05,29.533207115903608,30.340539932250977,305.63678139131844,3.0564,243.69423568608505,2.7336442438471944,2,profit_target,3,4,102424.45386480636,C3_gap_only
IRM,2004-11-03,2004-11-08,7.939565516646765,8.11680793762207,1136.8927365285133,11.3689,190.1366936462681,2.2323944629423798,5,profit_target,3,4,102614.59055845263,C3_gap_only
FCN,2004-11-03,2004-11-09,18.790000915527344,19.5,480.3849881459483,4.8038,336.2690518965717,3.7786005847713398,6,profit_target,3,4,102950.8596103492,C3_gap_only
HBAN,2004-11-04,2004-11-11,11.01593431513324,11.24785327911377,820.5662305748369,8.2057,182.09920776657606,2.105304528386019,7,profit_target,3,4,103132.95881811577,C3_gap_only
TGT,2004-11-12,2004-11-15,30.655900495212116,31.589786529541016,302.77911082990664,3.0278,279.7333919822729,3.046350031292526,3,profit_target,3,4,103412.69221009804,C3_gap_only
NTAP,2004-11-11,2004-11-17,18.462542726861138,21.707258224487305,501.8581406693752,5.0186,1623.3683052330812,17.57458626164983,6,profit_target,3,4,105036.06051533112,C3_gap_only
VFC,2004-11-11,2004-11-19,7.14982885370314,7.069629669189453,1295.9159658951094,12.9592,-116.89056332200516,-1.1216937657486525,8,time_stop,3,4,104919.16995200912,C3_gap_only
VRTX,2004-11-18,2004-11-22,10.569999694824219,10.859999656677246,894.3468040977091,8.9435,250.41707103073543,2.7436137202069246,4,profit_target,3,4,105169.58702303986,C3_gap_only
HL,2004-11-16,2004-11-24,6.350226655388543,6.229712963104248,1465.639386432162,14.6564,-191.2860078805496,-1.897785682689478,8,time_stop,3,4,104978.3010151593,C3_gap_only
JBHT,2004-11-16,2004-11-24,16.090428664124985,16.03874969482422,578.4272434991063,5.7843,-35.67679619450846,-0.3211783251989391,8,time_stop,3,4,104942.62421896479,C3_gap_only
AEP,2004-11-19,2004-11-24,14.847891726433613,15.286510467529297,636.672574164199,6.3667,272.8897972284077,2.954080950865327,5,profit_target,3,4,105215.51401619319,C3_gap_only
CCL,2004-11-19,2004-11-24,33.8828164261352,34.902008056640625,278.99821925925045,2.79,281.56266780235296,3.0079897068983934,5,profit_target,3,4,105497.07668399555,C3_gap_only
DCI,2004-11-19,2004-11-24,11.818490430137675,12.532463073730469,799.8691120715049,7.9987,563.0859733531977,6.041149229787684,5,profit_target,3,4,106060.16265734874,C3_gap_only
BC,2004-11-22,2004-11-24,34.96571428075965,36.49726867675781,270.056696678918,2.7006,410.9059540005504,4.380160472914812,2,profit_target,2,5,106471.0686113493,C3_gap_only
GME,2004-11-22,2004-11-24,1.7253311566444929,1.8078103065490723,5472.992972575472,54.7299,396.6778780860072,4.780482262024921,2,profit_target,2,5,106867.7464894353,C3_gap_only
NSC,2004-11-22,2004-11-24,20.567775863593862,21.34780502319336,229.55144392629694,1.1478,177.90906267104899,3.792481816082959,2,partial_exit,1,6,107045.65555210636,C3_gap_only
PSA,2004-11-22,2004-11-24,24.796876553470245,25.452030181884766,380.8030126423056,3.808,245.67644531736408,2.6420812597175027,2,profit_target,3,4,107291.33199742372,C3_gap_only
SYNA,2004-11-22,2004-11-24,21.34666633605957,25.799999237060547,442.3512855367877,4.4235,1965.5140208256864,20.861959572011692,2,profit_target,3,4,109256.84601824942,C3_gap_only
WSM,2004-11-22,2004-11-24,11.439642300233837,11.721671104431152,825.4388596999928,8.2544,224.5431459421846,2.4653638356467704,2,profit_target,3,4,109481.3891641916,C3_gap_only
CHD,2004-11-17,2004-11-26,5.800817827703334,5.9560418128967285,1604.4534711054214,16.0445,233.00512713130453,2.675898292342189,9,time_stop,3,4,109714.3942913229,C3_gap_only
JPM,2004-11-18,2004-11-26,21.617507784271385,21.328895568847656,437.2958039713467,4.373,-130.58186881938462,-1.3350855163504074,8,time_stop,3,4,109583.81242250351,C3_gap_only
RMD,2004-11-18,2004-11-26,10.326392395543008,10.342976570129395,915.4451123182121,9.1545,6.0274504437570045,0.16059988765819216,8,time_stop,3,4,109589.83987294727,C3_gap_only
XRAY,2004-11-18,2004-11-26,21.274290247727393,21.188915252685547,444.3506850899355,4.4435,-42.37994438729351,-0.40130596155124937,8,time_stop,3,4,109547.45992855997,C3_gap_only
NSC,2004-11-22,2004-11-26,20.567775863593862,21.435165405273438,229.55144392629694,3.4433,195.66725008022095,4.2172257585464274,4,profit_target,1,6,109743.12717864019,C3_gap_only
RYN,2004-11-23,2004-11-26,5.61630911858383,5.819280624389648,1685.317284398385,16.8532,325.21821413092897,3.6139660677544447,3,profit_target,2,5,110068.34539277112,C3_gap_only
CNP,2004-11-24,2004-11-26,4.83870276452215,4.965690612792969,1956.1571133225698,19.5616,228.8466115672634,2.624419280347332,2,profit_target,3,4,110297.19200433839,C3_gap_only
BAC,2004-11-19,2004-11-29,28.39015028593345,28.500831604003906,332.97623827879585,3.3298,33.524486556051016,0.3898581619178483,10,time_stop,3,4,110330.71649089444,C3_gap_only
D,2004-11-19,2004-11-29,13.796656003704094,13.808815956115723,685.1838187341784,6.8518,1.479964441684158,0.08813695440666545,10,time_stop,3,4,110332.19645533612,C3_gap_only
ETD,2004-11-19,2004-11-29,17.67466231487638,17.14571762084961,534.8473016326433,5.3485,-288.25311532944824,-2.992672134853565,10,time_stop,3,4,110043.94334000666,C3_gap_only
LOW,2004-11-19,2004-11-29,20.34707845953053,19.926782608032227,464.59964584998784,4.646,-199.91530021683027,-2.0656324313795364,10,time_stop,3,4,109844.02803978983,C3_gap_only
USB,2004-11-19,2004-11-29,14.798003440675785,14.743599891662598,638.8189788086775,6.3882,-41.142209412259085,-0.3676411431534516,10,time_stop,3,4,109802.88583037758,C3_gap_only
BHE,2004-11-24,2004-11-29,19.92280545276979,20.34775161743164,475.096886054151,4.751,197.13963071095827,2.1329634808172666,5,profit_target,3,4,110000.02546108853,C3_gap_only
ABT,2004-11-22,2004-11-30,12.645057620624907,12.36509895324707,746.7522552273011,7.4675,-216.52728878710275,-2.2139770001617585,8,time_stop,3,4,109783.49817230144,C3_gap_only
BBWI,2004-11-22,2004-11-30,7.5787150665074,6.989576816558838,1245.953332829603,12.4595,-746.498299349107,-7.773590176943582,8,time_stop,3,4,109036.99987295232,C3_gap_only
ZION,2004-11-22,2004-11-30,43.58163751762984,43.978416442871094,216.66751947677523,2.1667,83.80243031791629,0.9104268399294324,8,time_stop,3,4,109120.80230327023,C3_gap_only
UNFI,2004-11-24,2004-11-30,26.399999618530273,28.1299991607666,358.53268821374826,3.5853,616.6760596044072,6.553028663765714,6,profit_target,3,4,109737.47836287464,C3_gap_only
PBI,2004-11-23,2004-12-01,15.340425645615928,15.811726570129395,617.0143547991202,6.1701,284.6292923069139,3.072280622462109,8,time_stop,2,5,110022.10765518155,C3_gap_only
CLX,2004-11-24,2004-12-02,29.92767496312779,30.736251831054688,316.2712387024788,3.1627,252.5668952183861,2.7017697463070585,8,time_stop,3,4,110274.67455039994,C3_gap_only
T,2004-11-24,2004-12-02,4.289921628016139,4.429075241088867,2206.3952801046316,22.064,284.96392229212694,3.2437332226295044,8,time_stop,3,4,110559.63847269207,C3_gap_only
EG,2004-11-30,2004-12-02,53.900911640979224,56.51645278930664,183.6704053808859,1.8367,478.5607989498756,4.852498907159299,2,profit_target,3,4,111038.19927164195,C3_gap_only
GE,2004-11-30,2004-12-02,100.74791266253864,102.574462890625,49.1325429473593,0.35,89.39305752696208,1.8129906415078834,2,partial_exit,1,6,111127.59232916891,C3_gap_only
EMR,2004-11-30,2004-12-06,18.859132369310654,19.408021926879883,524.9447375218691,5.2494,282.8872373514551,2.9104708892251767,6,profit_target,3,4,111410.47956652037,C3_gap_only
GE,2004-11-30,2004-12-08,100.74791266253864,101.91812133789062,49.1325429473593,0.8413,56.654002569630315,1.161521508908748,8,time_stop,1,6,111467.13356909,C3_gap_only
BBY,2004-12-01,2004-12-09,20.863035673380782,21.274410247802734,473.39098716396364,4.7339,190.0071060081237,1.9717867565496539,8,time_stop,3,4,111657.14067509813,C3_gap_only
GHC,2004-12-01,2004-12-09,424.6717481989922,426.9247741699219,23.256487144585982,0.7,51.69746952934455,0.5305335192380077,8,time_stop,3,4,111708.83814462747,C3_gap_only
OKE,2004-12-02,2004-12-10,4.230338074536772,4.218094825744629,2340.708830948605,23.4071,-52.06496887675628,-0.28941537476254225,8,time_stop,3,4,111656.77317575071,C3_gap_only
PCG,2004-12-02,2004-12-10,19.963035080040587,19.257234573364258,496.01624448711874,4.9602,-355.0486791235697,-3.5355370756323614,8,time_stop,3,4,111301.72449662714,C3_gap_only
ALKS,2004-12-08,2004-12-10,13.569999694824219,14.010000228881836,738.9051869184083,7.3891,317.72962499285904,3.2424505818186518,2,profit_target,3,4,111619.45412162,C3_gap_only
CVS,2004-12-08,2004-12-10,14.452256606519539,14.766292572021484,693.7977531109981,6.938,210.93946973018276,2.172919939438947,2,profit_target,3,4,111830.39359135018,C3_gap_only
DIS,2004-12-08,2004-12-10,21.47308511558979,21.917301177978516,466.9540080995217,4.6695,202.75893071360764,2.0687109467387077,2,profit_target,3,4,112033.15252206378,C3_gap_only
IART,2004-12-08,2004-12-10,15.004521369934082,15.375226020812988,668.2614469181755,6.6826,241.0450119064532,2.4706196335040764,2,profit_target,3,4,112274.19753397023,C3_gap_only
NVRI,2004-12-08,2004-12-10,18.179455673733962,18.827438354492188,551.5535415878243,5.5155,351.88160704389355,3.5643678908078855,2,profit_target,3,4,112626.07914101412,C3_gap_only
OLN,2004-12-08,2004-12-10,10.012836344611094,10.433024406433105,1001.4088731594352,10.0141,410.7659647726337,4.196493854093172,2,profit_target,3,4,113036.84510578676,C3_gap_only
DTE,2004-12-03,2004-12-13,15.659252457592137,16.02611541748047,638.6948123297,6.3869,227.9265211932993,2.342787185287789,10,time_stop,3,4,113264.77162698006,C3_gap_only
EIX,2004-12-03,2004-12-13,14.865635396020574,14.846633911132812,672.7921843355938,6.7279,-19.511972366612653,-0.1278215453397161,10,time_stop,3,4,113245.25965461344,C3_gap_only
NUE,2004-12-03,2004-12-13,13.750336123759496,14.178498268127441,727.3628236871555,7.2736,304.1555980865448,3.1138303857759166,10,time_stop,3,4,113549.41525269998,C3_gap_only
BALL,2004-12-07,2004-12-13,8.707309860966031,9.086155891418457,1151.5546501838164,11.5155,424.7463615693324,4.350896390523016,6,profit_target,3,4,113974.16161426931,C3_gap_only
PCAR,2004-12-08,2004-12-13,10.87869526268234,11.186637878417969,921.7045719979574,9.217,274.6150711165593,2.830694382919037,5,profit_target,3,4,114248.77668538586,C3_gap_only
TXT,2004-12-08,2004-12-13,31.897524370984396,32.5972900390625,314.34863233799575,3.1435,216.82689439405598,2.193793035282219,5,profit_target,3,4,114465.60357977991,C3_gap_only
AGCO,2004-12-09,2004-12-13,16.43408468866029,17.224117279052734,610.4411782750716,6.1044,476.16401357212106,4.807280754355476,4,profit_target,2,5,114941.76759335204,C3_gap_only
AZTA,2004-12-10,2004-12-13,13.264938360574433,13.547839164733887,757.9225142046643,7.5792,206.83766361700762,2.1326959573387905,3,profit_target,3,4,115148.60525696905,C3_gap_only
LMT,2004-12-10,2004-12-13,32.292232285730286,33.187870025634766,311.33788906439815,3.1134,275.7325844176252,2.773539258542544,3,profit_target,3,4,115424.33784138667,C3_gap_only
WOR,2004-12-10,2004-12-13,7.0505974939179366,7.259309768676758,1425.9494236749704,14.2595,283.35365366948355,2.9602069177663726,3,profit_target,3,4,115707.69149505616,C3_gap_only
ETD,2004-12-08,2004-12-14,16.195324209830165,16.685571670532227,619.1258063793947,6.1913,297.3335963688205,3.027092600001754,6,profit_target,3,4,116005.02509142498,C3_gap_only
FBP,2004-12-08,2004-12-14,325.2414460310347,345.1346435546875,30.829229433539222,0.7,612.5919506234069,6.11643988378855,6,profit_target,3,4,116617.61704204838,C3_gap_only
R,2004-12-08,2004-12-14,30.368082720265146,31.503219604492188,330.18031639829803,3.3018,371.4980524254796,3.7379273979306724,6,profit_target,3,4,116989.11509447386,C3_gap_only
TFX,2004-12-08,2004-12-14,38.409842698895616,39.50075912475586,261.05139871544264,2.6105,282.1747448653136,2.8402001914254384,6,profit_target,3,4,117271.28983933918,C3_gap_only
GWW,2004-12-09,2004-12-14,42.939453118995544,44.363704681396484,233.6322727123911,2.3363,330.4148067107816,3.3168833297759908,5,profit_target,3,4,117601.70464604996,C3_gap_only
ARW,2004-12-10,2004-12-14,24.219999313354492,24.799999237060547,415.1030436847693,4.151,236.6087032304696,2.394714864365222,4,profit_target,3,4,117838.31334928042,C3_gap_only
T,2004-12-10,2004-12-14,4.293316889542869,4.403616428375244,2341.731507754358,23.4173,234.8745902970055,2.5690984772409777,4,profit_target,2,5,118073.18793957743,C3_gap_only
HLX,2004-12-07,2004-12-15,19.799999237060547,20.75,506.4112902701003,5.0641,476.0269992150471,4.797983836086691,8,time_stop,3,4,118549.21493879247,C3_gap_only
GATX,2004-12-10,2004-12-15,16.532732870510507,17.08149528503418,608.1145514030208,6.0811,327.62926402087123,3.319248056699094,5,profit_target,2,5,118876.84420281334,C3_gap_only
AMT,2004-12-13,2004-12-15,12.810241119043203,13.424431800842285,794.1549237818447,7.9415,479.82100485385064,4.794528659464888,2,profit_target,3,4,119356.66520766719,C3_gap_only
HBAN,2004-12-08,2004-12-16,11.057673551047824,11.089292526245117,906.7859631320624,9.0679,19.603783246205964,0.2859459998644769,8,time_stop,3,4,119376.26899091339,C3_gap_only
KEY,2004-12-08,2004-12-16,16.249579881095773,16.23975944519043,617.0586091676038,6.1706,-12.23037061284678,-0.060435014180077906,8,time_stop,3,4,119364.03862030055,C3_gap_only
KMT,2004-12-08,2004-12-16,15.77839551982804,15.768936157226562,635.4856010794254,6.3549,-12.366144739422353,-0.05995135937358279,8,time_stop,3,4,119351.67247556112,C3_gap_only
LHX,2004-12-08,2004-12-16,20.36432023152769,19.719953536987305,492.3779947961775,4.9238,-322.1957609191971,-3.164194469613509,8,time_stop,3,4,119029.47671464192,C3_gap_only
LUV,2004-12-08,2004-12-16,13.43152172172988,13.44003963470459,746.5232435104485,7.4652,-1.1064124132839561,0.06341733387461135,8,time_stop,3,4,119028.37030222864,C3_gap_only
