ticker,entry_date,exit_date,entry_price,exit_price,shares,commission,pnl_usd,pnl_pct,days_held,exit_reason,tier,consec_down,portfolio_val,test
TREX,2004-10-19,2004-10-25,5.466249942779541,5.631249904632568,548.8223245193442,5.4882,85.06743936458815,3.0185220869927196,6,profit_target,2,5,100085.06743936459,D_PARTIAL_TUNE
HOG,2004-10-19,2004-10-27,36.159006769667975,36.716766357421875,82.96688067539934,0.8297,45.44590435598372,1.5425191054245908,8,time_stop,2,5,100130.51334372058,D_PARTIAL_TUNE
LPX,2004-10-19,2004-10-27,19.53642762223242,19.063583374023438,153.55929231329915,1.5356,-74.14522105251831,-2.4203209376461774,8,time_stop,3,4,100056.36812266806,D_PARTIAL_TUNE
TTC,2004-10-19,2004-10-27,6.161874083870105,6.434275150299072,486.8648659752849,4.8686,127.75386003871112,4.420750289948798,8,time_stop,2,5,100184.12198270677,D_PARTIAL_TUNE
MKC,2004-10-28,2004-11-01,11.019431949029482,11.431258201599121,272.74760381327184,2.7275,109.59714753763572,3.7372729780858656,4,profit_target,2,5,100293.71913024441,D_PARTIAL_TUNE
ZBRA,2004-11-01,2004-11-03,52.5,55.0099983215332,57.24806970440387,0.7,142.99255886906954,4.780949183872768,2,profit_target,3,4,100436.71168911348,D_PARTIAL_TUNE
HLX,2004-11-02,2004-11-04,17.649999618530273,19.69499969482422,511.41274316206665,5.1141,1040.7249713525016,11.586402948966374,2,profit_target,3,4,101477.43666046599,D_PARTIAL_TUNE
OII,2004-11-02,2004-11-04,7.70169644891337,8.14368724822998,1172.0060355008582,11.7201,506.2958240799078,5.738875872976935,2,profit_target,3,4,101983.7324845459,D_PARTIAL_TUNE
MUR,2004-10-28,2004-11-05,18.683249726855728,18.80318832397461,160.86728505057636,1.6087,17.68552364078363,0.6419578974340814,8,time_stop,3,4,102001.41800818668,D_PARTIAL_TUNE
XRAY,2004-11-02,2004-11-05,21.184847103564756,21.615779876708984,426.07976718430626,4.2608,179.35093798153707,2.034155691743064,3,profit_target,3,4,102180.76894616822,D_PARTIAL_TUNE
SPGI,2004-11-03,2004-11-05,29.533207115903608,30.340534210205078,305.6367933999714,3.0564,243.69249639321808,2.733624868891146,2,profit_target,3,4,102424.46144256144,D_PARTIAL_TUNE
IRM,2004-11-03,2004-11-08,7.939564092233683,8.116806983947754,1136.8929851641942,11.3689,190.1372704083024,2.2324007924748224,5,profit_target,3,4,102614.59871296975,D_PARTIAL_TUNE
FCN,2004-11-03,2004-11-09,18.790000915527344,19.5,480.3850070205634,4.8039,336.26906510878496,3.7786005847713398,6,profit_target,3,4,102950.86777807854,D_PARTIAL_TUNE
HBAN,2004-11-04,2004-11-11,11.015932458595096,11.247845649719238,820.566401073689,8.2057,182.09450859151553,2.105252478587905,7,profit_target,3,4,103132.96228667005,D_PARTIAL_TUNE
TGT,2004-11-12,2004-11-15,30.65589303301299,31.58978843688965,302.77919471485166,3.0278,279.73630638652713,3.0463813364398047,3,profit_target,3,4,103412.69859305659,D_PARTIAL_TUNE
NTAP,2004-11-11,2004-11-17,18.462552320824617,21.707256317138672,501.85791969705446,5.0186,1623.3618184259199,17.57451483376017,6,profit_target,3,4,105036.06041148251,D_PARTIAL_TUNE
VFC,2004-11-11,2004-11-19,7.14983411148097,7.069631576538086,1295.915115729567,12.9592,-116.8948285096074,-1.1217398011248547,8,time_stop,3,4,104919.1655829729,D_PARTIAL_TUNE
VRTX,2004-11-18,2004-11-22,10.569999694824219,10.859999656677246,894.346803213473,8.9435,250.41707078314943,2.7436137202069246,4,profit_target,3,4,105169.58265375605,D_PARTIAL_TUNE
HL,2004-11-16,2004-11-24,6.350227137148777,6.229712963104248,1465.6393657052647,14.6564,-191.28671126217006,-1.8977931252178695,8,time_stop,3,4,104978.29594249387,D_PARTIAL_TUNE
JBHT,2004-11-16,2004-11-24,16.090419943175647,16.038747787475586,578.4275927069565,5.7843,-35.67287655863477,-0.3211361535779944,8,time_stop,3,4,104942.62306593524,D_PARTIAL_TUNE
